#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0034614	Cellular response to reactive oxygen species	7	133	1.48	6.57e-07	9606.ENSP00000247668,9606.ENSP00000259808,9606.ENSP00000266970,9606.ENSP00000274026,9606.ENSP00000378699,9606.ENSP00000378974,9606.ENSP00000394560	TRAF2,RIPK1,CDK2,CCNA2,CDK1,MAPK8,MAPK9
GO:1904031	Positive regulation of cyclin-dependent protein kinase activity	5	34	1.93	1.05e-06	9606.ENSP00000228872,9606.ENSP00000256442,9606.ENSP00000311083,9606.ENSP00000364976,9606.ENSP00000384849	CDKN1B,CCNB1,CKS1B,CKS2,CDKN1A
GO:0080090	Regulation of primary metabolic process	27	6032	0.41	1.23e-06	9606.ENSP00000217233,9606.ENSP00000225655,9606.ENSP00000228872,9606.ENSP00000247668,9606.ENSP00000255465,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000266970,9606.ENSP00000274026,9606.ENSP00000288207,9606.ENSP00000296509,9606.ENSP00000311083,9606.ENSP00000315768,9606.ENSP00000342952,9606.ENSP00000345083,9606.ENSP00000345571,9606.ENSP00000361540,9606.ENSP00000364976,9606.ENSP00000367220,9606.ENSP00000378699,9606.ENSP00000378974,9606.ENSP00000384849,9606.ENSP00000394560,9606.ENSP00000400433,9606.ENSP00000428489,9606.ENSP00000479669	TRIB3,PFN1,CDKN1B,TRAF2,CCNA1,CCNB1,CDK4,RIPK1,CDK2,CCNA2,CCNB2,MAD2L1,CKS1B,STAT2,ADCY2,MAP2K3,E2F1,CDC20,CKS2,ACTR2,CDK1,MAPK8,CDKN1A,MAPK9,HNRNPF,PBK,CAB39L
GO:0048522	Positive regulation of cellular process	26	5579	0.43	1.54e-06	9606.ENSP00000217233,9606.ENSP00000225655,9606.ENSP00000228872,9606.ENSP00000247668,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000266970,9606.ENSP00000274026,9606.ENSP00000294742,9606.ENSP00000296509,9606.ENSP00000311083,9606.ENSP00000315768,9606.ENSP00000342952,9606.ENSP00000345083,9606.ENSP00000345571,9606.ENSP00000361540,9606.ENSP00000364976,9606.ENSP00000367220,9606.ENSP00000378699,9606.ENSP00000378974,9606.ENSP00000384849,9606.ENSP00000394560,9606.ENSP00000428489,9606.ENSP00000432660,9606.ENSP00000479669	TRIB3,PFN1,CDKN1B,TRAF2,CCNB1,CDK4,RIPK1,CDK2,CCNA2,ARPC5,MAD2L1,CKS1B,STAT2,ADCY2,MAP2K3,E2F1,CDC20,CKS2,ACTR2,CDK1,MAPK8,CDKN1A,MAPK9,PBK,CFL1,CAB39L
GO:0031325	Positive regulation of cellular metabolic process	21	3413	0.55	1.68e-06	9606.ENSP00000217233,9606.ENSP00000228872,9606.ENSP00000247668,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000266970,9606.ENSP00000274026,9606.ENSP00000311083,9606.ENSP00000315768,9606.ENSP00000342952,9606.ENSP00000345083,9606.ENSP00000345571,9606.ENSP00000361540,9606.ENSP00000364976,9606.ENSP00000367220,9606.ENSP00000378699,9606.ENSP00000384849,9606.ENSP00000394560,9606.ENSP00000428489,9606.ENSP00000479669	TRIB3,CDKN1B,TRAF2,CCNB1,CDK4,RIPK1,CDK2,CCNA2,CKS1B,STAT2,ADCY2,MAP2K3,E2F1,CDC20,CKS2,ACTR2,CDK1,CDKN1A,MAPK9,PBK,CAB39L
GO:1901701	Cellular response to oxygen-containing compound	13	1055	0.85	1.69e-06	9606.ENSP00000217233,9606.ENSP00000247668,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000266970,9606.ENSP00000274026,9606.ENSP00000342952,9606.ENSP00000345571,9606.ENSP00000367220,9606.ENSP00000378699,9606.ENSP00000378974,9606.ENSP00000394560	TRIB3,TRAF2,CCNB1,CDK4,RIPK1,CDK2,CCNA2,ADCY2,E2F1,ACTR2,CDK1,MAPK8,MAPK9
GO:0006796	Phosphate-containing compound metabolic process	17	2107	0.67	2.10e-06	9606.ENSP00000217233,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000264380,9606.ENSP00000266970,9606.ENSP00000274026,9606.ENSP00000302530,9606.ENSP00000342952,9606.ENSP00000345083,9606.ENSP00000378699,9606.ENSP00000378974,9606.ENSP00000384849,9606.ENSP00000394049,9606.ENSP00000394560,9606.ENSP00000428489,9606.ENSP00000432660	TRIB3,CCNB1,CDK4,RIPK1,PIKFYVE,CDK2,CCNA2,BUB1,ADCY2,MAP2K3,CDK1,MAPK8,CDKN1A,SLA,MAPK9,PBK,CFL1
GO:0010035	Response to inorganic substance	10	538	1.03	2.75e-06	9606.ENSP00000228872,9606.ENSP00000247668,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000266970,9606.ENSP00000274026,9606.ENSP00000378699,9606.ENSP00000378974,9606.ENSP00000394560	CDKN1B,TRAF2,CCNB1,CDK4,RIPK1,CDK2,CCNA2,CDK1,MAPK8,MAPK9
GO:0060255	Regulation of macromolecule metabolic process	27	6407	0.38	4.39e-06	9606.ENSP00000217233,9606.ENSP00000225655,9606.ENSP00000228872,9606.ENSP00000247668,9606.ENSP00000255465,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000266970,9606.ENSP00000274026,9606.ENSP00000288207,9606.ENSP00000296509,9606.ENSP00000311083,9606.ENSP00000315768,9606.ENSP00000342952,9606.ENSP00000345083,9606.ENSP00000345571,9606.ENSP00000361540,9606.ENSP00000364976,9606.ENSP00000367220,9606.ENSP00000378699,9606.ENSP00000378974,9606.ENSP00000384849,9606.ENSP00000394560,9606.ENSP00000400433,9606.ENSP00000428489,9606.ENSP00000479669	TRIB3,PFN1,CDKN1B,TRAF2,CCNA1,CCNB1,CDK4,RIPK1,CDK2,CCNA2,CCNB2,MAD2L1,CKS1B,STAT2,ADCY2,MAP2K3,E2F1,CDC20,CKS2,ACTR2,CDK1,MAPK8,CDKN1A,MAPK9,HNRNPF,PBK,CAB39L
GO:0065009	Regulation of molecular function	24	4913	0.45	4.68e-06	9606.ENSP00000217233,9606.ENSP00000225655,9606.ENSP00000228872,9606.ENSP00000247668,9606.ENSP00000255465,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000274026,9606.ENSP00000288207,9606.ENSP00000296509,9606.ENSP00000311083,9606.ENSP00000315768,9606.ENSP00000342952,9606.ENSP00000345083,9606.ENSP00000345571,9606.ENSP00000361540,9606.ENSP00000364976,9606.ENSP00000378699,9606.ENSP00000378974,9606.ENSP00000384849,9606.ENSP00000394560,9606.ENSP00000428489,9606.ENSP00000479669	TRIB3,PFN1,CDKN1B,TRAF2,CCNA1,CCNB1,CDK4,RIPK1,CCNA2,CCNB2,MAD2L1,CKS1B,STAT2,ADCY2,MAP2K3,E2F1,CDC20,CKS2,CDK1,MAPK8,CDKN1A,MAPK9,PBK,CAB39L
GO:0090068	Positive regulation of cell cycle process	8	294	1.19	5.02e-06	9606.ENSP00000228872,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000266970,9606.ENSP00000296509,9606.ENSP00000345571,9606.ENSP00000378699,9606.ENSP00000384849	CDKN1B,CCNB1,CDK4,CDK2,MAD2L1,E2F1,CDK1,CDKN1A
GO:0070887	Cellular response to chemical stimulus	19	2919	0.57	5.22e-06	9606.ENSP00000217233,9606.ENSP00000228872,9606.ENSP00000247668,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000266970,9606.ENSP00000274026,9606.ENSP00000315768,9606.ENSP00000342952,9606.ENSP00000345083,9606.ENSP00000345571,9606.ENSP00000367220,9606.ENSP00000378699,9606.ENSP00000378974,9606.ENSP00000384849,9606.ENSP00000394560,9606.ENSP00000400433,9606.ENSP00000432660	TRIB3,CDKN1B,TRAF2,CCNB1,CDK4,RIPK1,CDK2,CCNA2,STAT2,ADCY2,MAP2K3,E2F1,ACTR2,CDK1,MAPK8,CDKN1A,MAPK9,HNRNPF,CFL1
GO:0048146	Positive regulation of fibroblast proliferation	5	52	1.74	5.89e-06	9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000274026,9606.ENSP00000345571,9606.ENSP00000384849	CCNB1,CDK4,CCNA2,E2F1,CDKN1A
GO:0051128	Regulation of cellular component organization	17	2402	0.61	1.22e-05	9606.ENSP00000225655,9606.ENSP00000228872,9606.ENSP00000247668,9606.ENSP00000256442,9606.ENSP00000260731,9606.ENSP00000264380,9606.ENSP00000294742,9606.ENSP00000296509,9606.ENSP00000302530,9606.ENSP00000315768,9606.ENSP00000345571,9606.ENSP00000361540,9606.ENSP00000367220,9606.ENSP00000378974,9606.ENSP00000384849,9606.ENSP00000394560,9606.ENSP00000432660	PFN1,CDKN1B,TRAF2,CCNB1,KIF11,PIKFYVE,ARPC5,MAD2L1,BUB1,STAT2,E2F1,CDC20,ACTR2,MAPK8,CDKN1A,MAPK9,CFL1
GO:0000082	G1/S transition of mitotic cell cycle	6	128	1.43	1.27e-05	9606.ENSP00000228872,9606.ENSP00000255465,9606.ENSP00000257904,9606.ENSP00000266970,9606.ENSP00000345571,9606.ENSP00000384849	CDKN1B,CCNA1,CDK4,CDK2,E2F1,CDKN1A
GO:0071241	Cellular response to inorganic substance	7	222	1.26	1.34e-05	9606.ENSP00000228872,9606.ENSP00000247668,9606.ENSP00000256442,9606.ENSP00000266970,9606.ENSP00000274026,9606.ENSP00000378974,9606.ENSP00000394560	CDKN1B,TRAF2,CCNB1,CDK2,CCNA2,MAPK8,MAPK9
GO:1901698	Response to nitrogen compound	12	1070	0.81	1.59e-05	9606.ENSP00000217233,9606.ENSP00000228872,9606.ENSP00000247668,9606.ENSP00000257904,9606.ENSP00000266970,9606.ENSP00000274026,9606.ENSP00000315768,9606.ENSP00000342952,9606.ENSP00000367220,9606.ENSP00000378699,9606.ENSP00000384849,9606.ENSP00000432660	TRIB3,CDKN1B,TRAF2,CDK4,CDK2,CCNA2,STAT2,ADCY2,ACTR2,CDK1,CDKN1A,CFL1
GO:0000086	G2/M transition of mitotic cell cycle	6	134	1.41	1.60e-05	9606.ENSP00000256442,9606.ENSP00000266970,9606.ENSP00000274026,9606.ENSP00000288207,9606.ENSP00000378699,9606.ENSP00000384849	CCNB1,CDK2,CCNA2,CCNB2,CDK1,CDKN1A
GO:0140014	Mitotic nuclear division	6	156	1.35	3.57e-05	9606.ENSP00000256442,9606.ENSP00000260731,9606.ENSP00000288207,9606.ENSP00000296509,9606.ENSP00000361540,9606.ENSP00000378699	CCNB1,KIF11,CCNB2,MAD2L1,CDC20,CDK1
GO:0045737	Positive regulation of cyclin-dependent protein serine/threonine kinase activity	4	30	1.88	3.64e-05	9606.ENSP00000228872,9606.ENSP00000256442,9606.ENSP00000311083,9606.ENSP00000364976	CDKN1B,CCNB1,CKS1B,CKS2
GO:0016572	Histone phosphorylation	4	31	1.87	4.07e-05	9606.ENSP00000256442,9606.ENSP00000266970,9606.ENSP00000274026,9606.ENSP00000378699	CCNB1,CDK2,CCNA2,CDK1
GO:0007088	Regulation of mitotic nuclear division	6	162	1.33	4.24e-05	9606.ENSP00000228872,9606.ENSP00000256442,9606.ENSP00000260731,9606.ENSP00000296509,9606.ENSP00000302530,9606.ENSP00000361540	CDKN1B,CCNB1,KIF11,MAD2L1,BUB1,CDC20
GO:0031145	Anaphase-promoting complex-dependent catabolic process	5	83	1.54	4.30e-05	9606.ENSP00000256442,9606.ENSP00000266970,9606.ENSP00000296509,9606.ENSP00000361540,9606.ENSP00000378699	CCNB1,CDK2,MAD2L1,CDC20,CDK1
GO:0071310	Cellular response to organic substance	16	2369	0.59	5.78e-05	9606.ENSP00000217233,9606.ENSP00000228872,9606.ENSP00000247668,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000274026,9606.ENSP00000315768,9606.ENSP00000342952,9606.ENSP00000345083,9606.ENSP00000345571,9606.ENSP00000367220,9606.ENSP00000378974,9606.ENSP00000384849,9606.ENSP00000400433,9606.ENSP00000432660	TRIB3,CDKN1B,TRAF2,CCNB1,CDK4,RIPK1,CCNA2,STAT2,ADCY2,MAP2K3,E2F1,ACTR2,MAPK8,CDKN1A,HNRNPF,CFL1
GO:0006464	Cellular protein modification process	18	3063	0.53	5.79e-05	9606.ENSP00000217233,9606.ENSP00000247668,9606.ENSP00000255465,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000266970,9606.ENSP00000274026,9606.ENSP00000302530,9606.ENSP00000345083,9606.ENSP00000361540,9606.ENSP00000378699,9606.ENSP00000378974,9606.ENSP00000384849,9606.ENSP00000394049,9606.ENSP00000394560,9606.ENSP00000428489,9606.ENSP00000432660	TRIB3,TRAF2,CCNA1,CCNB1,CDK4,RIPK1,CDK2,CCNA2,BUB1,MAP2K3,CDC20,CDK1,MAPK8,CDKN1A,SLA,MAPK9,PBK,CFL1
GO:0018105	Peptidyl-serine phosphorylation	6	177	1.29	6.68e-05	9606.ENSP00000256442,9606.ENSP00000259808,9606.ENSP00000266970,9606.ENSP00000378699,9606.ENSP00000378974,9606.ENSP00000394560	CCNB1,RIPK1,CDK2,CDK1,MAPK8,MAPK9
GO:0010638	Positive regulation of organelle organization	9	633	0.91	0.00010	9606.ENSP00000225655,9606.ENSP00000228872,9606.ENSP00000256442,9606.ENSP00000294742,9606.ENSP00000345571,9606.ENSP00000367220,9606.ENSP00000378974,9606.ENSP00000394560,9606.ENSP00000432660	PFN1,CDKN1B,CCNB1,ARPC5,E2F1,ACTR2,MAPK8,MAPK9,CFL1
GO:0044267	Cellular protein metabolic process	19	3696	0.47	0.00017	9606.ENSP00000217233,9606.ENSP00000247668,9606.ENSP00000255465,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000266970,9606.ENSP00000274026,9606.ENSP00000296509,9606.ENSP00000302530,9606.ENSP00000345083,9606.ENSP00000361540,9606.ENSP00000378699,9606.ENSP00000378974,9606.ENSP00000384849,9606.ENSP00000394049,9606.ENSP00000394560,9606.ENSP00000428489,9606.ENSP00000432660	TRIB3,TRAF2,CCNA1,CCNB1,CDK4,RIPK1,CDK2,CCNA2,MAD2L1,BUB1,MAP2K3,CDC20,CDK1,MAPK8,CDKN1A,SLA,MAPK9,PBK,CFL1
GO:0051252	Regulation of rna metabolic process	19	3722	0.47	0.00019	9606.ENSP00000217233,9606.ENSP00000225655,9606.ENSP00000228872,9606.ENSP00000247668,9606.ENSP00000255465,9606.ENSP00000256442,9606.ENSP00000259808,9606.ENSP00000266970,9606.ENSP00000274026,9606.ENSP00000311083,9606.ENSP00000315768,9606.ENSP00000345083,9606.ENSP00000345571,9606.ENSP00000364976,9606.ENSP00000367220,9606.ENSP00000378974,9606.ENSP00000384849,9606.ENSP00000394560,9606.ENSP00000400433	TRIB3,PFN1,CDKN1B,TRAF2,CCNA1,CCNB1,RIPK1,CDK2,CCNA2,CKS1B,STAT2,MAP2K3,E2F1,CKS2,ACTR2,MAPK8,CDKN1A,MAPK9,HNRNPF
GO:0007077	Mitotic nuclear envelope disassembly	3	12	2.16	0.00020	9606.ENSP00000256442,9606.ENSP00000288207,9606.ENSP00000378699	CCNB1,CCNB2,CDK1
GO:0010033	Response to organic substance	17	3011	0.51	0.00024	9606.ENSP00000217233,9606.ENSP00000228872,9606.ENSP00000247668,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000274026,9606.ENSP00000315768,9606.ENSP00000342952,9606.ENSP00000345083,9606.ENSP00000345571,9606.ENSP00000367220,9606.ENSP00000378699,9606.ENSP00000378974,9606.ENSP00000384849,9606.ENSP00000400433,9606.ENSP00000432660	TRIB3,CDKN1B,TRAF2,CCNB1,CDK4,RIPK1,CCNA2,STAT2,ADCY2,MAP2K3,E2F1,ACTR2,CDK1,MAPK8,CDKN1A,HNRNPF,CFL1
GO:0033554	Cellular response to stress	13	1725	0.64	0.00029	9606.ENSP00000217233,9606.ENSP00000228872,9606.ENSP00000247668,9606.ENSP00000256442,9606.ENSP00000259808,9606.ENSP00000266970,9606.ENSP00000274026,9606.ENSP00000345083,9606.ENSP00000345571,9606.ENSP00000378699,9606.ENSP00000378974,9606.ENSP00000384849,9606.ENSP00000394560	TRIB3,CDKN1B,TRAF2,CCNB1,RIPK1,CDK2,CCNA2,MAP2K3,E2F1,CDK1,MAPK8,CDKN1A,MAPK9
GO:0030071	Regulation of mitotic metaphase/anaphase transition	4	56	1.61	0.00032	9606.ENSP00000256442,9606.ENSP00000296509,9606.ENSP00000302530,9606.ENSP00000361540	CCNB1,MAD2L1,BUB1,CDC20
GO:2000112	Regulation of cellular macromolecule biosynthetic process	19	3878	0.45	0.00035	9606.ENSP00000217233,9606.ENSP00000225655,9606.ENSP00000228872,9606.ENSP00000247668,9606.ENSP00000255465,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000266970,9606.ENSP00000274026,9606.ENSP00000311083,9606.ENSP00000315768,9606.ENSP00000345083,9606.ENSP00000345571,9606.ENSP00000364976,9606.ENSP00000367220,9606.ENSP00000378699,9606.ENSP00000378974,9606.ENSP00000384849,9606.ENSP00000394560	TRIB3,PFN1,CDKN1B,TRAF2,CCNA1,CDK4,RIPK1,CDK2,CCNA2,CKS1B,STAT2,MAP2K3,E2F1,CKS2,ACTR2,CDK1,MAPK8,CDKN1A,MAPK9
GO:0071732	Cellular response to nitric oxide	3	16	2.03	0.00041	9606.ENSP00000247668,9606.ENSP00000266970,9606.ENSP00000274026	TRAF2,CDK2,CCNA2
GO:0010243	Response to organonitrogen compound	10	987	0.77	0.00042	9606.ENSP00000217233,9606.ENSP00000228872,9606.ENSP00000257904,9606.ENSP00000274026,9606.ENSP00000315768,9606.ENSP00000342952,9606.ENSP00000367220,9606.ENSP00000378699,9606.ENSP00000384849,9606.ENSP00000432660	TRIB3,CDKN1B,CDK4,CCNA2,STAT2,ADCY2,ACTR2,CDK1,CDKN1A,CFL1
GO:0010468	Regulation of gene expression	21	4813	0.4	0.00042	9606.ENSP00000217233,9606.ENSP00000225655,9606.ENSP00000228872,9606.ENSP00000247668,9606.ENSP00000255465,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000266970,9606.ENSP00000274026,9606.ENSP00000311083,9606.ENSP00000315768,9606.ENSP00000345083,9606.ENSP00000345571,9606.ENSP00000364976,9606.ENSP00000367220,9606.ENSP00000378699,9606.ENSP00000378974,9606.ENSP00000384849,9606.ENSP00000394560,9606.ENSP00000400433	TRIB3,PFN1,CDKN1B,TRAF2,CCNA1,CCNB1,CDK4,RIPK1,CDK2,CCNA2,CKS1B,STAT2,MAP2K3,E2F1,CKS2,ACTR2,CDK1,MAPK8,CDKN1A,MAPK9,HNRNPF
GO:0046686	Response to cadmium ion	4	63	1.56	0.00046	9606.ENSP00000228872,9606.ENSP00000378699,9606.ENSP00000378974,9606.ENSP00000394560	CDKN1B,CDK1,MAPK8,MAPK9
GO:0009894	Regulation of catabolic process	10	1038	0.74	0.00062	9606.ENSP00000217233,9606.ENSP00000228872,9606.ENSP00000257904,9606.ENSP00000264380,9606.ENSP00000296509,9606.ENSP00000345571,9606.ENSP00000361540,9606.ENSP00000378974,9606.ENSP00000394560,9606.ENSP00000428489	TRIB3,CDKN1B,CDK4,PIKFYVE,MAD2L1,E2F1,CDC20,MAPK8,MAPK9,PBK
GO:0031099	Regeneration	5	157	1.26	0.00069	9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000274026,9606.ENSP00000378699,9606.ENSP00000384849	CCNB1,CDK4,CCNA2,CDK1,CDKN1A
GO:0016579	Protein deubiquitination	6	281	1.09	0.00073	9606.ENSP00000247668,9606.ENSP00000255465,9606.ENSP00000259808,9606.ENSP00000274026,9606.ENSP00000361540,9606.ENSP00000378699	TRAF2,CCNA1,RIPK1,CCNA2,CDC20,CDK1
GO:0031100	Animal organ regeneration	4	75	1.49	0.00084	9606.ENSP00000257904,9606.ENSP00000274026,9606.ENSP00000378699,9606.ENSP00000384849	CDK4,CCNA2,CDK1,CDKN1A
GO:0042127	Regulation of cell population proliferation	12	1642	0.62	0.00095	9606.ENSP00000228872,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000266970,9606.ENSP00000274026,9606.ENSP00000315768,9606.ENSP00000345571,9606.ENSP00000361540,9606.ENSP00000378699,9606.ENSP00000384849,9606.ENSP00000394049	CDKN1B,CCNB1,CDK4,RIPK1,CDK2,CCNA2,STAT2,E2F1,CDC20,CDK1,CDKN1A,SLA
GO:0007094	Mitotic spindle assembly checkpoint	3	23	1.88	0.00096	9606.ENSP00000296509,9606.ENSP00000302530,9606.ENSP00000361540	MAD2L1,BUB1,CDC20
GO:0006355	Regulation of transcription, dna-templated	17	3388	0.46	0.0010	9606.ENSP00000217233,9606.ENSP00000225655,9606.ENSP00000228872,9606.ENSP00000247668,9606.ENSP00000255465,9606.ENSP00000259808,9606.ENSP00000266970,9606.ENSP00000274026,9606.ENSP00000311083,9606.ENSP00000315768,9606.ENSP00000345083,9606.ENSP00000345571,9606.ENSP00000364976,9606.ENSP00000367220,9606.ENSP00000378974,9606.ENSP00000384849,9606.ENSP00000394560	TRIB3,PFN1,CDKN1B,TRAF2,CCNA1,RIPK1,CDK2,CCNA2,CKS1B,STAT2,MAP2K3,E2F1,CKS2,ACTR2,MAPK8,CDKN1A,MAPK9
GO:0007010	Cytoskeleton organization	10	1126	0.71	0.0011	9606.ENSP00000225655,9606.ENSP00000256442,9606.ENSP00000260731,9606.ENSP00000266970,9606.ENSP00000294742,9606.ENSP00000296509,9606.ENSP00000361540,9606.ENSP00000367220,9606.ENSP00000378699,9606.ENSP00000432660	PFN1,CCNB1,KIF11,CDK2,ARPC5,MAD2L1,CDC20,ACTR2,CDK1,CFL1
GO:0006996	Organelle organization	17	3450	0.45	0.0012	9606.ENSP00000225655,9606.ENSP00000255465,9606.ENSP00000256442,9606.ENSP00000260731,9606.ENSP00000266970,9606.ENSP00000274026,9606.ENSP00000288207,9606.ENSP00000294742,9606.ENSP00000296509,9606.ENSP00000302530,9606.ENSP00000345571,9606.ENSP00000361540,9606.ENSP00000364976,9606.ENSP00000367220,9606.ENSP00000378699,9606.ENSP00000378974,9606.ENSP00000432660	PFN1,CCNA1,CCNB1,KIF11,CDK2,CCNA2,CCNB2,ARPC5,MAD2L1,BUB1,E2F1,CDC20,CKS2,ACTR2,CDK1,MAPK8,CFL1
GO:2001235	Positive regulation of apoptotic signaling pathway	5	180	1.2	0.0012	9606.ENSP00000247668,9606.ENSP00000259808,9606.ENSP00000345571,9606.ENSP00000378974,9606.ENSP00000394560	TRAF2,RIPK1,E2F1,MAPK8,MAPK9
GO:0010971	Positive regulation of g2/m transition of mitotic cell cycle	3	27	1.81	0.0013	9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000378699	CCNB1,CDK4,CDK1
GO:1905179	Negative regulation of cardiac muscle tissue regeneration	2	2	2.76	0.0013	9606.ENSP00000228872,9606.ENSP00000384849	CDKN1B,CDKN1A
GO:0008284	Positive regulation of cell population proliferation	9	919	0.75	0.0015	9606.ENSP00000228872,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000266970,9606.ENSP00000274026,9606.ENSP00000345571,9606.ENSP00000361540,9606.ENSP00000378699,9606.ENSP00000384849	CDKN1B,CCNB1,CDK4,CDK2,CCNA2,E2F1,CDC20,CDK1,CDKN1A
GO:0048638	Regulation of developmental growth	6	333	1.02	0.0016	9606.ENSP00000228872,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000378699,9606.ENSP00000384849	CDKN1B,CCNB1,CDK4,RIPK1,CDK1,CDKN1A
GO:0010389	Regulation of g2/m transition of mitotic cell cycle	5	198	1.16	0.0017	9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000266970,9606.ENSP00000378699,9606.ENSP00000384849	CCNB1,CDK4,CDK2,CDK1,CDKN1A
GO:1902905	Positive regulation of supramolecular fiber organization	5	198	1.16	0.0017	9606.ENSP00000225655,9606.ENSP00000228872,9606.ENSP00000294742,9606.ENSP00000367220,9606.ENSP00000432660	PFN1,CDKN1B,ARPC5,ACTR2,CFL1
GO:0010942	Positive regulation of cell death	8	719	0.81	0.0018	9606.ENSP00000228872,9606.ENSP00000247668,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000345571,9606.ENSP00000378974,9606.ENSP00000384849,9606.ENSP00000394560	CDKN1B,TRAF2,CDK4,RIPK1,E2F1,MAPK8,CDKN1A,MAPK9
GO:0043405	Regulation of map kinase activity	6	342	1.0	0.0018	9606.ENSP00000217233,9606.ENSP00000247668,9606.ENSP00000259808,9606.ENSP00000345083,9606.ENSP00000378699,9606.ENSP00000428489	TRIB3,TRAF2,RIPK1,MAP2K3,CDK1,PBK
GO:0051130	Positive regulation of cellular component organization	10	1209	0.68	0.0019	9606.ENSP00000225655,9606.ENSP00000228872,9606.ENSP00000256442,9606.ENSP00000294742,9606.ENSP00000345571,9606.ENSP00000361540,9606.ENSP00000367220,9606.ENSP00000378974,9606.ENSP00000394560,9606.ENSP00000432660	PFN1,CDKN1B,CCNB1,ARPC5,E2F1,CDC20,ACTR2,MAPK8,MAPK9,CFL1
GO:0098813	Nuclear chromosome segregation	5	209	1.14	0.0021	9606.ENSP00000256442,9606.ENSP00000296509,9606.ENSP00000302530,9606.ENSP00000361540,9606.ENSP00000367220	CCNB1,MAD2L1,BUB1,CDC20,ACTR2
GO:0010038	Response to metal ion	6	367	0.97	0.0025	9606.ENSP00000228872,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000378699,9606.ENSP00000378974,9606.ENSP00000394560	CDKN1B,CCNB1,CDK4,CDK1,MAPK8,MAPK9
GO:0016043	Cellular component organization	21	5447	0.35	0.0025	9606.ENSP00000225655,9606.ENSP00000247668,9606.ENSP00000255465,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000260731,9606.ENSP00000264380,9606.ENSP00000266970,9606.ENSP00000274026,9606.ENSP00000288207,9606.ENSP00000294742,9606.ENSP00000296509,9606.ENSP00000302530,9606.ENSP00000345571,9606.ENSP00000361540,9606.ENSP00000364976,9606.ENSP00000367220,9606.ENSP00000378699,9606.ENSP00000378974,9606.ENSP00000432660	PFN1,TRAF2,CCNA1,CCNB1,CDK4,RIPK1,KIF11,PIKFYVE,CDK2,CCNA2,CCNB2,ARPC5,MAD2L1,BUB1,E2F1,CDC20,CKS2,ACTR2,CDK1,MAPK8,CFL1
GO:0044260	Cellular macromolecule metabolic process	20	4976	0.36	0.0025	9606.ENSP00000217233,9606.ENSP00000247668,9606.ENSP00000255465,9606.ENSP00000256442,9606.ENSP00000257904,9606.ENSP00000259808,9606.ENSP00000266970,9606.ENSP00000274026,9606.ENSP00000296509,9606.ENSP00000302530,9606.ENSP00000345083,9606.ENSP00000345571,9606.ENSP00000361540,9606.ENSP00000378699,9606.ENSP00000378974,9606.ENSP00000384849,9606.ENSP00000394049,9606.ENSP00000394560,9606.ENSP00000428489,9606.ENSP00000432660	TRIB3,TRAF2,CCNA1,CCNB1,CDK4,RIPK1,CDK2,CCNA2,MAD2L1,BUB1,MAP2K3,E2F1,CDC20,CDK1,MAPK8,CDKN1A,SLA,MAPK9,PBK,CFL1
